prod-descr;prod-marca;prod-preco;data_ref;spo-temp;spo-umid;spo-uv;bra-temp;bra-umid;bra-uv;pve-temp;pve-umid;pve-uv;flo-temp;flo-umid;flo-uv;rj-temp;rj-umid;rj-uv;periodo_dia
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;103.9;2024-09-18 11:49;19.2;64;7;28.2;40;8;31.4;52;10;21.0;69;5;24.1;61;8;manha
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;76.8;2024-08-30 19:01;26.3;18;1;27.3;32;7;34.4;41;9;18.4;77;1;23.4;65;1;noite
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;103.9;2024-09-09 14:07;33.4;23;9;29.3;19;8;35.2;44;11;21.3;83;7;33.4;39;8;tarde
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;76.8;2024-08-23 21:43;17.2;77;1;26.3;32;1;31.3;49;1;15.3;77;1;27.0;54;1;noite
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;76.8;2024-08-26 22:44;8.2;81;1;22.0;53;1;24.4;54;1;12.2;82;1;18.3;64;1;noite
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;76.8;2024-08-22 15:08;30.3;25;9;30.1;21;8;35.0;39;11;24.2;74;7;30.0;55;8;tarde
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;76.8;2024-08-24 22:57;15.3;94;1;22.1;46;1;29.4;66;1;12.0;71;1;23.3;78;1;noite
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;76.8;2024-08-20 23:25;17.3;83;1;17.0;52;1;27.4;74;1;19.2;94;1;22.3;78;1;noite
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;76.8;2024-08-26 09:55;11.3;71;5;18.1;73;7;21.3;43;7;12.1;62;5;16.2;88;5;manha
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;103.9;2024-09-16 09:10;16.2;94;5;20.3;49;8;25.2;79;8;16.3;94;4;24.2;83;8;manha
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;109.9;2024-09-02 21:16;17.1;83;1;25.0;24;1;29.0;62;1;16.2;82;1;22.1;83;1;noite
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;76.8;2024-08-22 06:59;17.2;72;1;11.3;71;1;24.2;83;1;19.2;88;1;20.3;100;1;manha
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;103.9;2024-09-19 09:19;18.4;83;6;23.4;53;8;26.0;84;9;21.1;83;6;22.0;73;7;manha
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;109.9;2024-09-03 14:05;30.1;35;9;31.0;16;9;33.0;47;11;23.2;65;7;24.4;74;8;tarde
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;76.8;2024-08-29 10:56;17.3;72;7;22.2;61;7;26.3;65;9;21.4;60;7;21.3;73;7;manha
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;76.8;2024-08-23 15:03;32.2;20;9;30.0;24;9;38.4;29;11;17.2;83;5;33.4;39;9;tarde
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;109.9;2024-09-05 21:18;17.1;83;1;26.4;32;1;31.2;49;1;15.2;59;1;23.1;83;1;noite
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;76.8;2024-08-27 18:26;12.1;71;1;28.3;35;7;32.4;34;10;15.0;72;1;19.0;64;1;noite
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;76.8;2024-08-29 19:04;24.4;44;1;26.2;39;1;34.1;41;9;20.3;73;1;23.0;69;1;noite
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;103.9;2024-09-17 09:29;16.3;82;5;26.2;39;8;27.2;70;9;19.1;73;6;20.1;100;6;manha
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;76.8;2024-08-23 09:49;23.4;47;8;23.2;41;8;29.2;62;7;19.3;83;5;26.2;70;9;manha
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;109.9;2024-09-06 10:26;18.3;77;5;28.1;28;8;28.0;62;9;16.4;68;6;23.4;89;6;manha
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;109.9;2024-09-08 17:14;33.1;23;8;30.1;21;8;36.2;39;11;23.2;78;7;28.3;66;7;tarde
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;76.8;2024-08-20 18:21;21.0;64;1;28.2;20;7;29.3;55;10;20.2;88;1;22.3;83;1;noite
 Bioré  UV Athlizm Skin Protect Essence FPS50 - Protetor Solar 70g ; Bioré ;76.8;2024-08-27 07:28;5.0;81;5;17.0;68;7;20.0;64;1;8.3;93;5;17.1;63;6;manha
 Bioré  UV Perfect Milk FPS 50 - Protetor Solar 40ml ; Bioré ;62.9;2024-09-12 09:54;25.1;39;8;23.2;47;8;27.3;79;9;20.0;94;7;27.1;62;9;manha
 Bioré  UV Perfect Milk FPS 50 - Protetor Solar 40ml ; Bioré ;62.9;2024-09-13 11:25;29.1;29;9;28.1;37;8;33.0;53;10;22.4;78;8;30.2;55;9;manha
 Bioré  UV Perfect Milk FPS 50 - Protetor Solar 40ml ; Bioré ;68.9;2024-09-18 11:49;19.2;64;7;28.2;40;8;31.4;52;10;21.0;69;5;24.1;61;8;manha
 Bioré  UV Perfect Milk FPS 50 - Protetor Solar 40ml ; Bioré ;62.9;2024-09-12 20:37;27.1;26;1;26.4;39;1;32.4;52;1;21.3;78;1;29.4;55;1;noite
 Bioré  UV Perfect Milk FPS 50 - Protetor Solar 40ml ; Bioré ;51.9;2024-09-17 20:22;15.3;82;1;28.2;33;1;31.1;59;1;19.2;83;1;22.0;73;1;noite
 Bioré  UV Perfect Milk FPS 50 - Protetor Solar 40ml ; Bioré ;68.9;2024-09-18 20:10;17.4;88;1;28.1;40;1;32.3;56;1;20.2;78;1;23.3;61;1;noite
 Bioré  UV Perfect Milk FPS 50 - Protetor Solar 40ml ; Bioré ;51.9;2024-09-17 09:29;16.3;82;5;26.2;39;8;27.2;70;9;19.1;73;6;20.1;100;6;manha
 Bioré  UV Perfect Milk FPS 50 - Protetor Solar 40ml ; Bioré ;66.9;2024-09-16 20:48;15.4;88;1;29.2;29;1;31.3;59;1;17.4;83;1;23.1;73;1;noite
 Bioré  UV Perfect Milk FPS 50 - Protetor Solar 40ml ; Bioré ;62.9;2024-09-11 14:28;32.1;21;9;29.2;29;8;35.2;47;11;28.0;62;8;31.0;55;9;tarde
 Cetaphil  Sun Antioxidante FPS 60 - Protetor Solar Facial 50ml ; Cetaphil ;80.64;2024-09-01 21:10;27.1;26;1;26.1;28;1;30.4;46;1;18.3;77;1;24.1;83;1;noite
 Cetaphil  Sun Antioxidante FPS 60 - Protetor Solar Facial 50ml ; Cetaphil ;84.9;2024-09-09 14:07;33.4;23;9;29.3;19;8;35.2;44;11;21.3;83;7;33.4;39;8;tarde
 Cetaphil  Sun Antioxidante FPS 60 - Protetor Solar Facial 50ml ; Cetaphil ;84.9;2024-08-29 10:56;17.3;72;7;22.2;61;7;26.3;65;9;21.4;60;7;21.3;73;7;manha
 Cetaphil  Sun Antioxidante FPS 60 - Protetor Solar Facial 50ml ; Cetaphil ;80.64;2024-09-01 15:04;31.3;21;9;30.3;21;8;37.1;35;11;23.2;69;7;29.2;52;8;tarde
 Cetaphil  Sun Antioxidante FPS 60 - Protetor Solar Facial 50ml ; Cetaphil ;80.64;2024-09-02 07:58;18.1;83;7;15.2;59;7;24.2;83;1;14.3;94;4;23.1;69;7;manha
 Cetaphil  Sun Antioxidante FPS 60 - Protetor Solar Facial 50ml ; Cetaphil ;87.36;2024-09-06 10:26;18.3;77;5;28.1;28;8;28.0;62;9;16.4;68;6;23.4;89;6;manha
 Cetaphil  Sun Antioxidante FPS 60 - Protetor Solar Facial 50ml ; Cetaphil ;84.9;2024-08-28 14:22;21.2;43;7;28.3;37;8;35.1;28;10;19.3;56;6;22.4;65;7;tarde
 Cetaphil  Sun Antioxidante FPS 60 - Protetor Solar Facial 50ml ; Cetaphil ;84.9;2024-09-08 17:14;33.1;23;8;30.1;21;8;36.2;39;11;23.2;78;7;28.3;66;7;tarde
 Cetaphil  Sun Antioxidante FPS 60 - Protetor Solar Facial 50ml ; Cetaphil ;80.64;2024-08-30 19:01;26.3;18;1;27.3;32;7;34.4;41;9;18.4;77;1;23.4;65;1;noite
 Cetaphil  Sun Antioxidante FPS 60 - Protetor Solar Facial 50ml ; Cetaphil ;84.9;2024-08-29 19:04;24.4;44;1;26.2;39;1;34.1;41;9;20.3;73;1;23.0;69;1;noite
 Cetaphil  Sun Antioxidante FPS 60 - Protetor Solar Facial 50ml ; Cetaphil ;84.9;2024-09-10 09:24;23.1;44;8;23.2;44;8;27.0;84;8;22.3;83;7;24.3;74;8;manha
 Cetaphil  Sun Antioxidante FPS 60 - Protetor Solar Facial 50ml ; Cetaphil ;103.39;2024-09-02 21:16;17.1;83;1;25.0;24;1;29.0;62;1;16.2;82;1;22.1;83;1;noite
 Cetaphil  Sun Antioxidante FPS 60 - Protetor Solar Facial 50ml ; Cetaphil ;87.36;2024-09-05 21:18;17.1;83;1;26.4;32;1;31.2;49;1;15.2;59;1;23.1;83;1;noite
 Cetaphil  Sun Antioxidante FPS 60 - Protetor Solar Facial 50ml ; Cetaphil ;89.61;2024-08-30 09:33;20.1;60;8;20.0;56;7;25.4;79;8;19.1;83;7;20.3;88;7;manha
 Cicatricure  Antissinais - Protetor Solar FPS 50 40g ; Cicatricure ;43.99;2024-08-23 21:43;17.2;77;1;26.3;32;1;31.3;49;1;15.3;77;1;27.0;54;1;noite
 Cicatricure  Antissinais - Protetor Solar FPS 50 40g ; Cicatricure ;43.99;2024-08-23 09:49;23.4;47;8;23.2;41;8;29.2;62;7;19.3;83;5;26.2;70;9;manha
 Cicatricure  Antissinais - Protetor Solar FPS 50 40g ; Cicatricure ;43.99;2024-08-23 15:03;32.2;20;9;30.0;24;9;38.4;29;11;17.2;83;5;33.4;39;9;tarde
 Cicatricure  Antissinais FPS50 Cor Clara - Protetor Solar Facial com Cor 40g ; Cicatricure ;54.37;2024-09-15 17:42;18.2;88;5;31.2;15;8;33.3;53;11;16.2;94;4;24.1;83;7;tarde
 Cicatricure  Antissinais FPS50 Cor Clara - Protetor Solar Facial com Cor 40g ; Cicatricure ;64.34;2024-09-10 09:24;23.1;44;8;23.2;44;8;27.0;84;8;22.3;83;7;24.3;74;8;manha
 Cicatricure  Antissinais FPS50 Cor Clara - Protetor Solar Facial com Cor 40g ; Cicatricure ;54.37;2024-09-19 09:19;18.4;83;6;23.4;53;8;26.0;84;9;21.1;83;6;22.0;73;7;manha
 Cicatricure  Antissinais FPS50 Cor Clara - Protetor Solar Facial com Cor 40g ; Cicatricure ;61.45;2024-09-01 21:10;27.1;26;1;26.1;28;1;30.4;46;1;18.3;77;1;24.1;83;1;noite
 Cicatricure  Antissinais FPS50 Cor Clara - Protetor Solar Facial com Cor 40g ; Cicatricure ;54.37;2024-09-20 18:28;29.2;37;6;29.2;31;8;37.1;29;11;19.2;94;5;27.1;70;1;noite
 Cicatricure  Antissinais FPS50 Cor Clara - Protetor Solar Facial com Cor 40g ; Cicatricure ;61.45;2024-09-02 07:58;18.1;83;7;15.2;59;7;24.2;83;1;14.3;94;4;23.1;69;7;manha
 Cicatricure  Antissinais FPS50 Cor Clara - Protetor Solar Facial com Cor 40g ; Cicatricure ;54.37;2024-09-18 20:10;17.4;88;1;28.1;40;1;32.3;56;1;20.2;78;1;23.3;61;1;noite
 Cicatricure  Antissinais FPS50 Cor Clara - Protetor Solar Facial com Cor 40g ; Cicatricure ;54.37;2024-09-17 20:22;15.3;82;1;28.2;33;1;31.1;59;1;19.2;83;1;22.0;73;1;noite
 Cicatricure  Antissinais FPS50 Cor Clara - Protetor Solar Facial com Cor 40g ; Cicatricure ;54.37;2024-09-16 09:10;16.2;94;5;20.3;49;8;25.2;79;8;16.3;94;4;24.2;83;8;manha
 Cicatricure  Antissinais FPS50 Cor Clara - Protetor Solar Facial com Cor 40g ; Cicatricure ;64.34;2024-09-09 14:07;33.4;23;9;29.3;19;8;35.2;44;11;21.3;83;7;33.4;39;8;tarde
 Cicatricure  Antissinais FPS50 Cor Clara - Protetor Solar Facial com Cor 40g ; Cicatricure ;54.37;2024-09-13 11:25;29.1;29;9;28.1;37;8;33.0;53;10;22.4;78;8;30.2;55;9;manha
 Cicatricure  Antissinais FPS50 Cor Clara - Protetor Solar Facial com Cor 40g ; Cicatricure ;54.37;2024-09-20 09:52;21.2;73;8;24.0;47;8;27.4;70;9;20.3;94;5;24.1;78;8;manha
 Cicatricure  Antissinais FPS50 Cor Clara - Protetor Solar Facial com Cor 40g ; Cicatricure ;61.45;2024-09-01 15:04;31.3;21;9;30.3;21;8;37.1;35;11;23.2;69;7;29.2;52;8;tarde
 Cicatricure  Antissinais FPS50 Cor Clara - Protetor Solar Facial com Cor 40g ; Cicatricure ;64.34;2024-09-08 17:14;33.1;23;8;30.1;21;8;36.2;39;11;23.2;78;7;28.3;66;7;tarde
 Cicatricure  Antissinais FPS50 Cor Clara - Protetor Solar Facial com Cor 40g ; Cicatricure ;54.37;2024-09-18 11:49;19.2;64;7;28.2;40;8;31.4;52;10;21.0;69;5;24.1;61;8;manha
 Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ; Cicatricure ;61.45;2024-09-02 21:16;17.1;83;1;25.0;24;1;29.0;62;1;16.2;82;1;22.1;83;1;noite
 Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ; Cicatricure ;57.55;2024-09-19 09:19;18.4;83;6;23.4;53;8;26.0;84;9;21.1;83;6;22.0;73;7;manha
 Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ; Cicatricure ;61.45;2024-09-08 17:14;33.1;23;8;30.1;21;8;36.2;39;11;23.2;78;7;28.3;66;7;tarde
 Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ; Cicatricure ;57.55;2024-09-20 18:28;29.2;37;6;29.2;31;8;37.1;29;11;19.2;94;5;27.1;70;1;noite
 Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ; Cicatricure ;57.55;2024-09-18 11:49;19.2;64;7;28.2;40;8;31.4;52;10;21.0;69;5;24.1;61;8;manha
 Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ; Cicatricure ;61.45;2024-09-01 15:04;31.3;21;9;30.3;21;8;37.1;35;11;23.2;69;7;29.2;52;8;tarde
 Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ; Cicatricure ;61.45;2024-09-04 08:05;18.2;88;8;14.4;59;8;25.3;89;7;16.4;88;6;21.4;88;7;manha
 Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ; Cicatricure ;57.55;2024-09-17 20:22;15.3;82;1;28.2;33;1;31.1;59;1;19.2;83;1;22.0;73;1;noite
 Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ; Cicatricure ;57.55;2024-09-18 20:10;17.4;88;1;28.1;40;1;32.3;56;1;20.2;78;1;23.3;61;1;noite
 Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ; Cicatricure ;61.45;2024-09-04 19:19;28.3;25;1;29.3;19;1;33.3;56;10;20.4;83;1;24.1;89;1;noite
 Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ; Cicatricure ;61.45;2024-09-05 08:12;20.4;60;8;16.3;55;8;26.0;84;8;16.2;82;4;21.3;100;8;manha
 Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ; Cicatricure ;61.45;2024-09-01 21:10;27.1;26;1;26.1;28;1;30.4;46;1;18.3;77;1;24.1;83;1;noite
 Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ; Cicatricure ;57.55;2024-09-17 09:29;16.3;82;5;26.2;39;8;27.2;70;9;19.1;73;6;20.1;100;6;manha
 Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ; Cicatricure ;61.96;2024-09-10 09:24;23.1;44;8;23.2;44;8;27.0;84;8;22.3;83;7;24.3;74;8;manha
 Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ; Cicatricure ;61.45;2024-09-03 14:05;30.1;35;9;31.0;16;9;33.0;47;11;23.2;65;7;24.4;74;8;tarde
 Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ; Cicatricure ;61.45;2024-09-02 07:58;18.1;83;7;15.2;59;7;24.2;83;1;14.3;94;4;23.1;69;7;manha
 Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ; Cicatricure ;57.55;2024-09-20 09:52;21.2;73;8;24.0;47;8;27.4;70;9;20.3;94;5;24.1;78;8;manha
 Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ; Cicatricure ;61.45;2024-09-06 10:26;18.3;77;5;28.1;28;8;28.0;62;9;16.4;68;6;23.4;89;6;manha
 Cosmobeauty  Blur M FPS 75 PPD 30 Bege Médio - Protetor Solar com Cor 50g ; Cosmobeauty ;192.99;2024-09-13 11:25;29.1;29;9;28.1;37;8;33.0;53;10;22.4;78;8;30.2;55;9;manha
 Cosmobeauty  Blur M FPS 75 PPD 30 Bege Médio - Protetor Solar com Cor 50g ; Cosmobeauty ;192.99;2024-09-20 18:28;29.2;37;6;29.2;31;8;37.1;29;11;19.2;94;5;27.1;70;1;noite
 Cosmobeauty  Blur M FPS 75 PPD 30 Bege Médio - Protetor Solar com Cor 50g ; Cosmobeauty ;192.99;2024-08-26 16:16;16.1;42;6;28.1;35;8;29.1;29;10;17.0;52;5;18.1;64;5;tarde
 Cosmobeauty  Blur M FPS 75 PPD 30 Bege Médio - Protetor Solar com Cor 50g ; Cosmobeauty ;192.99;2024-08-27 07:28;5.0;81;5;17.0;68;7;20.0;64;1;8.3;93;5;17.1;63;6;manha
 Cosmobeauty  Blur M FPS 75 PPD 30 Bege Médio - Protetor Solar com Cor 50g ; Cosmobeauty ;192.99;2024-08-30 09:33;20.1;60;8;20.0;56;7;25.4;79;8;19.1;83;7;20.3;88;7;manha
 Cosmobeauty  Blur M FPS 75 PPD 30 Bege Médio - Protetor Solar com Cor 50g ; Cosmobeauty ;192.99;2024-08-29 19:04;24.4;44;1;26.2;39;1;34.1;41;9;20.3;73;1;23.0;69;1;noite
 Cosmobeauty  Blur M FPS 75 PPD 30 Bege Médio - Protetor Solar com Cor 50g ; Cosmobeauty ;192.99;2024-09-16 09:10;16.2;94;5;20.3;49;8;25.2;79;8;16.3;94;4;24.2;83;8;manha
 Cosmobeauty  Blur M FPS 75 PPD 30 Bege Médio - Protetor Solar com Cor 50g ; Cosmobeauty ;192.99;2024-09-06 10:26;18.3;77;5;28.1;28;8;28.0;62;9;16.4;68;6;23.4;89;6;manha
 Cosmobeauty  Blur M FPS 75 PPD 30 Bege Médio - Protetor Solar com Cor 50g ; Cosmobeauty ;192.99;2024-09-19 09:19;18.4;83;6;23.4;53;8;26.0;84;9;21.1;83;6;22.0;73;7;manha
 Cosmobeauty  Blur M FPS 75 PPD 30 Bege Médio - Protetor Solar com Cor 50g ; Cosmobeauty ;192.99;2024-08-26 22:44;8.2;81;1;22.0;53;1;24.4;54;1;12.2;82;1;18.3;64;1;noite
 Cosmobeauty  Blur M FPS 75 PPD 30 Bege Médio - Protetor Solar com Cor 50g ; Cosmobeauty ;192.99;2024-09-18 20:10;17.4;88;1;28.1;40;1;32.3;56;1;20.2;78;1;23.3;61;1;noite
 Cosmobeauty  Blur M FPS 75 PPD 30 Bege Médio - Protetor Solar com Cor 50g ; Cosmobeauty ;192.99;2024-09-20 09:52;21.2;73;8;24.0;47;8;27.4;70;9;20.3;94;5;24.1;78;8;manha
 Cosmobeauty  Blur M FPS 75 PPD 30 Bege Médio - Protetor Solar com Cor 50g ; Cosmobeauty ;192.99;2024-08-29 10:56;17.3;72;7;22.2;61;7;26.3;65;9;21.4;60;7;21.3;73;7;manha
 Cosmobeauty  Blur M FPS 75 PPD 30 Bege Médio - Protetor Solar com Cor 50g ; Cosmobeauty ;192.99;2024-09-15 17:42;18.2;88;5;31.2;15;8;33.3;53;11;16.2;94;4;24.1;83;7;tarde
 Cosmobeauty  Blur M FPS 75 PPD 30 Bege Médio - Protetor Solar com Cor 50g ; Cosmobeauty ;192.99;2024-09-18 11:49;19.2;64;7;28.2;40;8;31.4;52;10;21.0;69;5;24.1;61;8;manha
 Cosmobeauty  Blur O3 FPS 95 PPD 50 Bege Médio - Protetor Solar com Cor 50g ; Cosmobeauty ;195.99;2024-09-05 08:12;20.4;60;8;16.3;55;8;26.0;84;8;16.2;82;4;21.3;100;8;manha
 Cosmobeauty  Blur O3 FPS 95 PPD 50 Natural - Protetor Solar com Cor 50g ; Cosmobeauty ;195.99;2024-09-05 08:12;20.4;60;8;16.3;55;8;26.0;84;8;16.2;82;4;21.3;100;8;manha
 Cosmobeauty  Control Spec Filtro Solar Redutor de Poros FPS 40 30g - Bege ; Cosmobeauty ;154.99;2024-09-05 08:12;20.4;60;8;16.3;55;8;26.0;84;8;16.2;82;4;21.3;100;8;manha
 Cosmobeauty  Control Spec Filtro Solar Redutor de Poros FPS 40 30g - Bege ; Cosmobeauty ;154.99;2024-09-02 21:16;17.1;83;1;25.0;24;1;29.0;62;1;16.2;82;1;22.1;83;1;noite
 Cosmobeauty  Control Spec Filtro Solar Redutor de Poros FPS 40 30g - Bege ; Cosmobeauty ;154.99;2024-09-04 19:19;28.3;25;1;29.3;19;1;33.3;56;10;20.4;83;1;24.1;89;1;noite
 Cosmobeauty  Control Spec Filtro Solar Redutor de Poros FPS 40 30g - Bege ; Cosmobeauty ;154.99;2024-09-04 08:05;18.2;88;8;14.4;59;8;25.3;89;7;16.4;88;6;21.4;88;7;manha
 Cosmobeauty  Control Spec Filtro Solar Redutor de Poros FPS 40 30g - Bege ; Cosmobeauty ;154.99;2024-09-03 14:05;30.1;35;9;31.0;16;9;33.0;47;11;23.2;65;7;24.4;74;8;tarde
 Cosmobeauty  Filtro Solar 18h Clarydefense FPS 50 PPD 20 50g ; Cosmobeauty ;179.0;2024-09-04 08:05;18.2;88;8;14.4;59;8;25.3;89;7;16.4;88;6;21.4;88;7;manha
 Cosmobeauty  Filtro Solar 18h Clarydefense FPS 50 PPD 20 50g ; Cosmobeauty ;179.0;2024-09-05 08:12;20.4;60;8;16.3;55;8;26.0;84;8;16.2;82;4;21.3;100;8;manha
 Cosmobeauty  Filtro Solar 18h Clarydefense FPS 50 PPD 20 50g ; Cosmobeauty ;179.0;2024-09-04 19:19;28.3;25;1;29.3;19;1;33.3;56;10;20.4;83;1;24.1;89;1;noite
 Cosmobeauty  Filtro Solar Bastão Stick Blur Alta Cobertura FPS 75 18g - Bege ; Cosmobeauty ;161.9;2024-09-19 09:19;18.4;83;6;23.4;53;8;26.0;84;9;21.1;83;6;22.0;73;7;manha
 Cosmobeauty  Filtro Solar Bastão Stick Blur Alta Cobertura FPS 75 18g - Bege ; Cosmobeauty ;161.9;2024-09-20 09:52;21.2;73;8;24.0;47;8;27.4;70;9;20.3;94;5;24.1;78;8;manha
 Cosmobeauty  Filtro Solar Bastão Stick Blur Alta Cobertura FPS 75 18g - Bege ; Cosmobeauty ;161.9;2024-09-20 18:28;29.2;37;6;29.2;31;8;37.1;29;11;19.2;94;5;27.1;70;1;noite
 Cosmobeauty  Filtro Solar Bastão Stick Blur Alta Cobertura FPS 75 18g - Bronze ; Cosmobeauty ;161.9;2024-09-20 09:52;21.2;73;8;24.0;47;8;27.4;70;9;20.3;94;5;24.1;78;8;manha
 Cosmobeauty  Filtro Solar Bastão Stick Blur Alta Cobertura FPS 75 18g - Bronze ; Cosmobeauty ;161.9;2024-09-20 18:28;29.2;37;6;29.2;31;8;37.1;29;11;19.2;94;5;27.1;70;1;noite
 Cosmobeauty  Filtro Solar Bastão Stick Blur Alta Cobertura FPS 75 18g - Natural ; Cosmobeauty ;161.9;2024-09-19 09:19;18.4;83;6;23.4;53;8;26.0;84;9;21.1;83;6;22.0;73;7;manha
 Cosmobeauty  Filtro Solar Bastão Stick Blur Alta Cobertura FPS 75 18g - Natural ; Cosmobeauty ;161.9;2024-09-18 11:49;19.2;64;7;28.2;40;8;31.4;52;10;21.0;69;5;24.1;61;8;manha
 Cosmobeauty  Filtro Solar Blur A FPS 80 Anti Acne 50g - Bege ; Cosmobeauty ;192.99;2024-09-03 14:05;30.1;35;9;31.0;16;9;33.0;47;11;23.2;65;7;24.4;74;8;tarde
 Cosmobeauty  Filtro Solar Blur A FPS 80 Anti Acne 50g - Bege ; Cosmobeauty ;192.99;2024-09-05 08:12;20.4;60;8;16.3;55;8;26.0;84;8;16.2;82;4;21.3;100;8;manha
 Cosmobeauty  Filtro Solar Blur A FPS 80 Anti Acne 50g - Bege ; Cosmobeauty ;192.99;2024-09-04 19:19;28.3;25;1;29.3;19;1;33.3;56;10;20.4;83;1;24.1;89;1;noite
 Cosmobeauty  Filtro Solar Blur A FPS 80 Anti Acne 50g - Bege ; Cosmobeauty ;192.99;2024-09-04 08:05;18.2;88;8;14.4;59;8;25.3;89;7;16.4;88;6;21.4;88;7;manha
 Cosmobeauty  Filtro Solar Blur M FPS 75 Peles Manchadas 50g - Bronze ; Cosmobeauty ;192.99;2024-09-04 08:05;18.2;88;8;14.4;59;8;25.3;89;7;16.4;88;6;21.4;88;7;manha
 Cosmobeauty  Filtro Solar Blur M FPS 75 Peles Manchadas 50g - Bronze ; Cosmobeauty ;192.99;2024-09-01 15:04;31.3;21;9;30.3;21;8;37.1;35;11;23.2;69;7;29.2;52;8;tarde
 Cosmobeauty  Filtro Solar Blur M FPS 75 Peles Manchadas 50g - Bronze ; Cosmobeauty ;192.99;2024-09-01 21:10;27.1;26;1;26.1;28;1;30.4;46;1;18.3;77;1;24.1;83;1;noite
 Cosmobeauty  Filtro Solar Blur M FPS 75 Peles Manchadas 50g - Bronze ; Cosmobeauty ;192.99;2024-09-03 14:05;30.1;35;9;31.0;16;9;33.0;47;11;23.2;65;7;24.4;74;8;tarde
 Cosmobeauty  Filtro Solar Blur M FPS 75 Peles Manchadas 50g - Bronze ; Cosmobeauty ;192.99;2024-09-02 21:16;17.1;83;1;25.0;24;1;29.0;62;1;16.2;82;1;22.1;83;1;noite
 Cosmobeauty  Filtro Solar Blur M FPS 75 Peles Manchadas 50g - Bronze ; Cosmobeauty ;192.99;2024-09-02 07:58;18.1;83;7;15.2;59;7;24.2;83;1;14.3;94;4;23.1;69;7;manha
 Cosmobeauty  Filtro Solar Blur M FPS 75 Peles Melasma 50g - Natural Original ; Cosmobeauty ;191.99;2024-09-01 15:04;31.3;21;9;30.3;21;8;37.1;35;11;23.2;69;7;29.2;52;8;tarde
