prod-descr;prod-marca;prod-preco;data-ref;spo-temp;spo-umid;spo-uv;bra-temp;bra-umid;bra-uv;pve-temp;pve-umid;pve-uv;flo-temp;flo-umid;flo-uv;rj-temp;rj-umid;rj-uv;per_manha;per_noite;per_tarde;data-ref-segundos;ano;mes;dia;soma;media;soma-p;media-p;soma-z;media-z;dia_da_semana;origem_AMAZON;origem_BNW;origem_EPOCA
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Escura; Isdin;95.12;2024-09-10 09:01:00;0.26166441455346273;-0.5688602876630579;0.8898593992278623;-0.4853079124380153;0.45085281412646194;0.6727245435098583;-0.8007248751247228;1.6208078488563968;0.1843019132624222;1.01885210680444;0.42219502819956456;1.0605157225886577;0.07258920524383275;0.118371278030242;0.9140774004164157;1;0;0;0.4921782836253083;2024;9;10;0.9915862875312099;0.9915862875312098;0.41119444896403645;0.41119444896403673;0.5024194063706612;0.5024194063706612;1;0.0;0.0;1.0
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Escura; Isdin;95.12;2024-09-11 14:06:00;1.6251251562957878;-1.4820655297072485;1.2006313182606978;0.8128609948770642;-0.6271073593689739;0.6727245435098583;1.1724518532482313;-0.5646734739381761;0.9606311019413297;2.636667743355744;-1.4622804560935416;1.451465106135188;1.8577071779472782;-1.1902243946553976;1.223829776587606;0;0;1;0.626359898141063;2024;9;11;1.3801663393561634;1.3801663393561632;0.44854696753295;0.44854696753295015;0.5766583082057217;0.5766583082057217;2;0.0;0.0;1.0
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Escura; Isdin;95.12;2024-09-12 09:27:00;0.5646556904962017;-0.7673831663683167;0.8898593992278623;-0.4853079124380153;0.6664448488255491;0.6727245435098583;-0.7285354826232731;1.3254725349652383;0.44307830948872473;0.36604930609075553;1.4093012342578584;1.0605157225886577;0.818608656522885;-0.7081101994554251;1.223829776587606;1;0;0;0.7156348863661581;2024;9;12;1.1730908459987182;1.173090845998718;0.42864169659977985;0.42864169659978;0.5370961712622241;0.5370961712622241;3;0.0;0.0;1.0
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Escura; Isdin;95.12;2024-09-13 11:13:00;1.1706382423816795;-1.1644289237788343;1.2006313182606978;0.5748633618693001;-0.05219526683807475;0.6727245435098583;0.6430629749042674;-0.21027109726878593;0.7018547057150273;1.0472348372702518;-0.02648961091784168;1.451465106135188;2.736944388383303;-2.7743138931695928;1.223829776587606;1;0;0;0.8345144141835545;2024;9;13;1.2449232951938036;1.2449232951938034;0.43554663904293617;0.4355466390429364;0.5508198869272996;0.5508198869272996;4;0.0;0.0;1.0
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Escura; Isdin;95.12;2024-09-15 17:25:00;-0.48066421150624794;1.17814104494322;-0.042456357870644;1.2455839639820907;-1.6332035212980471;0.6727245435098583;0.7152523674057163;-0.21027109726878593;0.9606311019413297;-0.7124944516101143;1.4093012342578584;-0.11233242805093316;0.019302101581043517;0.7382323861444924;0.6043250242452255;0;0;1;1.0845766551034595;2024;9;15;0.592885241177333;0.592885241177333;0.3728690429957259;0.37286904299572604;0.4262468707430851;0.4262468707430851;6;0.0;0.0;1.0
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Escura; Isdin;95.12;2024-09-16 08:48:00;-0.7836554874489868;1.4163684993895307;-0.042456357870644;-1.1127562176403034;0.8101728719582739;0.6727245435098583;-1.23386123013342;1.3254725349652383;0.1843019132624222;-0.6841117211443015;1.4093012342578584;-0.11233242805093316;0.04594565341243766;0.7382323861444924;0.9140774004164157;1;0;0;1.1555506552169503;2024;9;16;0.6719755930065917;0.6719755930065916;0.38047165620618256;0.3804716562061828;0.4413572214622666;0.4413572214622666;0;0.0;0.0;1.0
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Escura; Isdin;95.12;2024-09-16 20:16:00;-0.9048519978260823;1.17814104494322;-1.2855440340019857;0.7912248464218133;-0.6271073593689739;-1.5578070043457781;0.23398975072938705;0.14413127940060427;-1.6271328603216955;-0.45704987741780245;0.42219502819956456;-1.2851805786905242;-0.4602818313840615;1.082599668430187;-1.2541892327819162;0;1;0;1.2084543519429327;2024;9;16;-0.8951124688140744;-0.8951124688140745;0.22983426333597973;0.22983426333597992;0.14196229307616284;0.14196229307616284;0;0.0;0.0;1.0
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Escura; Isdin;95.12;2024-09-17 09:00:00;-0.7685059236518497;0.9399135904969094;-0.042456357870644;0.16377654121952445;0.09153275629465002;0.6727245435098583;-0.7525986134570899;0.793868969961153;0.44307830948872473;0.11060473189844469;-0.47517425003524794;0.6695663390421275;-1.046439971674745;1.909081145915854;0.2945726480740352;1;0;0;1.2672020616793434;2024;9;17;0.5174484846459957;0.5174484846459957;0.3656176340881354;0.3656176340881357;0.41183454582680706;0.41183454582680706;1;0.0;0.0;1.0
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Escura; Isdin;95.12;2024-09-17 20:07:00;-0.9200015616232191;0.9399135904969094;-1.2855440340019857;0.596499510324551;-0.3396513131035243;-1.5578070043457781;0.18586348906175423;0.14413127940060427;-1.6271328603216955;0.13898746236425644;0.42219502819956456;-1.2851805786905242;-0.5402124868782459;0.04949782157310307;-1.2541892327819162;0;1;0;1.3184909653366546;2024;9;17;-1.0343015517198642;-1.0343015517198642;0.21645461922040748;0.21645461922040773;0.1153699741606004;0.1153699741606004;1;0.0;0.0;1.0
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Escura; Isdin;95.12;2024-09-18 11:27:00;-0.32916857353487844;0.22523122715797753;0.5790874801950269;0.596499510324551;0.1633967678610124;0.6727245435098583;0.25805288156320305;-0.26933816004701766;0.7018547057150273;0.6498766107488791;-0.8341219613291729;0.2786169554955971;0.019302101581043517;-0.776983655912564;0.9140774004164157;1;0;0;1.3892342807260496;2024;9;18;0.44336864586200075;0.4433686458620007;0.35849665981072243;0.35849665981072254;0.3976814624309573;0.3976814624309573;2;0.0;0.0;1.0
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Escura; Isdin;95.12;2024-09-18 19:53:00;-0.6018607218833436;1.17814104494322;-1.2855440340019857;0.5748633618693001;0.1633967678610124;-1.5578070043457781;0.47462105906755125;-0.03306990893409083;-1.6271328603216955;0.42281476702238;-0.02648961091784168;-1.2851805786905242;-0.19384631307011438;-0.776983655912564;-1.2541892327819162;0;1;0;1.4281431041902168;2024;9;18;-0.9536179891304675;-0.9536179891304675;0.22421038088566186;0.2242103808856621;0.13078471059559235;0.13078471059559235;2;0.0;0.0;1.0
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Escura; Isdin;95.12;2024-09-19 07:57:00;-0.45036508391197416;0.9796181662379612;0.26831556116219146;-0.4420356155275128;1.0976289182237233;0.6727245435098583;-1.0413561834628877;1.6208078488563968;0.44307830948872473;0.6782593412146919;0.42219502819956456;0.6695663390421275;-0.5402124868782459;0.04949782157310307;0.6043250242452255;1;0;0;1.4838150176053495;2024;9;19;0.8235639284817643;0.8235639284817642;0.3950431868060543;0.3950431868060545;0.4703184393730387;0.4703184393730387;3;0.0;0.0;1.0
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Escura; Isdin;95.12;2024-09-20 09:50:00;0.6101043818876121;0.10611749993482221;1.2006313182606978;0.1421403927642736;0.3071247909937372;0.6727245435098583;-0.05476781927641081;0.14413127940060427;0.7018547057150273;0.4511974974881928;1.4093012342578584;0.6695663390421275;0.5521731382089378;-0.15712254779831372;0.9140774004164157;1;0;0;1.6032328097789694;2024;9;20;1.4127640691570167;1.4127640691570165;0.451680446212497;0.45168044621249714;0.5828861617750594;0.5828861617750594;4;0.0;0.0;1.0
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Escura; Isdin;95.12;2024-09-20 18:05:00;1.185787806178816;-0.8467923178504203;0.26831556116219146;0.8128609948770642;-0.48337933623624907;0.6727245435098583;1.6296513390907443;-1.6278806039463467;0.9606311019413297;0.13898746236425644;1.4093012342578584;0.2786169554955971;0.818608656522885;-0.15712254779831372;-1.2541892327819162;0;1;0;1.6412957892547853;2024;9;20;0.5841064417165693;0.5841064417165693;0.37202517499907783;0.37202517499907795;0.4245696656772654;0.4245696656772654;4;0.0;0.0;1.0
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Média; Isdin;94.9;2024-08-26 16:18:00;-0.7836554874489868;-0.6482694391451614;0.26831556116219146;0.5748633618693001;-0.19592328997079952;0.6727245435098583;-0.2953991276145758;-1.6278806039463467;0.7018547057150273;-0.48543260788361525;-2.3596497343283542;0.2786169554955971;-1.5793110083026392;-0.5703632865411473;-0.015179728097155041;0;0;1;-1.1351486550548724;2024;8;26;-0.9948173567584917;-0.9948173567584918;0.21590628954203583;0.21590628954203606;0.11860963741483095;0.11860963741483095;0;0.0;0.0;1.0
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Média; Isdin;94.9;2024-08-26 22:46:00;-1.9804710274228052;0.50316325734534;-1.2855440340019857;-0.7016693969905285;1.0976289182237233;-1.5578070043457781;-1.4504294076377682;-0.15120403449055422;-1.6271328603216955;-1.7910382093109836;0.3324581003760833;-1.2851805786905242;-1.5793110083026392;-0.5703632865411473;-1.2541892327819162;0;1;0;-1.1053134307384753;2024;8;26;-2.068877912241956;-2.0688779122419563;0.11266149698406272;0.1126614969840629;-0.08659151938404591;-0.08659151938404591;0;0.0;0.0;1.0
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Média; Isdin;94.9;2024-08-26 22:46:00;-1.5411336773058342;0.50316325734534;-0.042456357870644;-0.744941693901031;1.385084964489173;0.35407717953048173;-1.955755155147915;0.025997153844140874;-0.07447448296388032;-1.5072109046528601;-0.11622653874132292;0.6695663390421275;-1.2329448344945086;-0.845857112369703;0.2945726480740352;0;1;0;-1.1053134307384753;2024;8;26;-0.5801189577999906;-0.5801189577999906;0.25576945177809957;0.25576945177809973;0.1978384953730512;0.1978384953730512;0;0.0;0.0;1.0
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Média; Isdin;94.9;2024-08-27 18:17:00;-1.4047876031316016;0.50316325734534;-1.2855440340019857;0.6181356587798026;-0.19592328997079952;0.35407717953048173;0.4986841899013681;-1.3325452900551882;0.7018547057150273;-1.0530872171998624;-0.5649111778587291;-1.2851805786905242;-1.3395190418200873;-0.5703632865411473;-1.2541892327819162;0;1;0;-1.0152694934330606;2024;8;27;-1.536024599205748;-1.536024599205748;0.16388237972422517;0.1638823797242252;0.015211042567339074;0.015211042567339074;1;0.0;0.0;1.0
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Média; Isdin;94.9;2024-08-28 12:18:00;-0.026177297592139548;-0.6085648634041096;0.5790874801950269;0.6181356587798026;-0.05219526683807475;0.6727245435098583;1.1483887224144143;-1.6869476667245784;0.7018547057150273;0.1673701928300692;-2.000702023034429;0.6695663390421275;-0.43363827955266737;-0.5014898300840084;0.6043250242452255;0;0;1;-0.9321460978505216;2024;8;28;-0.06399478039050303;-0.06399478039050308;0.3053822351158239;0.3053822351158241;0.2964449265613029;0.2964449265613029;2;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;111.9;2024-08-23 15:07:00;1.6705738476871983;-1.6408838326714557;1.2006313182606978;1.2239478155268397;-1.1301554403335106;0.991371907489235;1.9424720399303583;-1.6278806039463467;0.9606311019413297;-0.740877182075926;0.3324581003760833;0.2786169554955971;2.683657284720515;-2.6365669802553153;1.223829776587606;0;0;1;-1.4727941962231696;2024;8;23;0.7099941515267858;0.7099941515267857;0.715437739532926;0.7154377395329264;0.7768879949354057;0.7768879949354057;4;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;111.9;2024-08-23 21:36:00;-0.6321598494776174;0.7413907117916505;-1.2855440340019857;0.1854126896747761;-0.41151532466988666;-1.5578070043457781;0.23398975072938705;-0.4465393483817128;-1.6271328603216955;-0.9679390258024251;-0.11622653874132292;-1.2851805786905242;0.7919651046914898;-1.2590978511125366;-1.2541892327819162;0;1;0;-1.4428820769987407;2024;8;23;-1.4482688637171632;-1.4482688637171632;0.5079732570539981;0.5079732570539984;0.36454805270101426;0.36454805270101426;4;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;111.9;2024-08-24 22:49:00;-0.9200015616232191;1.4163684993895307;-1.2855440340019857;-0.7233055454457794;0.5945808372591868;-1.5578070043457781;-0.22320973511312703;0.5576007188482262;-1.6271328603216955;-1.9045691311742332;-0.6546481056822104;-1.2851805786905242;-0.19384631307011438;0.3938651038587977;-1.2541892327819162;0;1;0;-1.3265400811463988;2024;8;24;-1.5146931030895603;-1.5146931030895603;0.5015881824138281;0.5015881824138284;0.351857585027554;0.351857585027554;5;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;111.9;2024-08-25 13:26:00;-1.3744884755373274;0.9399135904969094;-0.35322827690347947;0.8344971433323158;-0.6271073593689739;0.991371907489235;-0.27133599678075987;-0.6828075994946395;0.44307830948872473;-0.6841117211443015;-2.449386662151835;0.2786169554955971;-0.9931528680119558;0.7382323861444924;0.2945726480740352;0;0;1;-1.2591032468023775;2024;8;25;-0.49384261848366157;-0.4938426184836615;0.599718121156807;0.5997181211568071;0.5468928642679615;0.5468928642679615;6;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;111.9;2024-08-25 19:42:00;-1.6774797514800663;0.9399135904969094;-1.2855440340019857;0.12050424430902194;0.3071247909937372;-1.5578070043457781;-0.3194622584483927;-0.6828075994946395;0.1843019132624222;-2.1600137053665445;-0.2059634665648042;-1.2851805786905242;-1.3395190418200873;0.7382323861444924;-1.2541892327819162;0;1;0;-1.230190761382364;2024;8;25;-1.7787674249984051;-1.778767424998405;0.47620386078859755;0.4762038607885977;0.30140572171321595;0.30140572171321595;6;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;111.9;2024-08-26 09:55:00;-1.525984113508697;0.50316325734534;-0.042456357870644;-1.5887514836558325;2.534909149550971;0.35407717953048173;-2.172323332652263;-0.800941725051103;-0.07447448296388032;-1.876186400708421;-1.4622804560935416;0.2786169554955971;-1.8191029747851923;1.082599668430187;-0.015179728097155041;1;0;0;-1.1645994048311097;2024;8;26;-0.7346366155614354;-0.7346366155614354;0.5765716363980316;0.5765716363980319;0.5008887479280375;0.5008887479280375;0;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;111.9;2024-08-26 16:18:00;-0.7836554874489868;-0.6482694391451614;0.26831556116219146;0.5748633618693001;-0.19592328997079952;0.6727245435098583;-0.2953991276145758;-1.6278806039463467;0.7018547057150273;-0.48543260788361525;-2.3596497343283542;0.2786169554955971;-1.5793110083026392;-0.5703632865411473;-0.015179728097155041;0;0;1;-1.1351486550548724;2024;8;26;-0.9948173567584917;-0.9948173567584918;0.5515615878348216;0.5515615878348216;0.45118076005169927;0.45118076005169927;0;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;111.9;2024-08-26 22:46:00;-1.9804710274228052;0.50316325734534;-1.2855440340019857;-0.7016693969905285;1.0976289182237233;-1.5578070043457781;-1.4504294076377682;-0.15120403449055422;-1.6271328603216955;-1.7910382093109836;0.3324581003760833;-1.2851805786905242;-1.5793110083026392;-0.5703632865411473;-1.2541892327819162;0;1;0;-1.1053134307384753;2024;8;26;-2.068877912241956;-2.0688779122419563;0.4483167952768485;0.4483167952768487;0.2459796032528224;0.2459796032528224;0;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;111.9;2024-08-26 22:46:00;-1.5411336773058342;0.50316325734534;-0.042456357870644;-0.744941693901031;1.385084964489173;0.35407717953048173;-1.955755155147915;0.025997153844140874;-0.07447448296388032;-1.5072109046528601;-0.11622653874132292;0.6695663390421275;-1.2329448344945086;-0.845857112369703;0.2945726480740352;0;1;0;-1.1053134307384753;2024;8;26;-0.5801189577999906;-0.5801189577999906;0.5914247500708854;0.5914247500708857;0.5304096180099198;0.5304096180099198;0;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;111.9;2024-08-27 18:17:00;-1.4047876031316016;0.50316325734534;-1.2855440340019857;0.6181356587798026;-0.19592328997079952;0.35407717953048173;0.4986841899013681;-1.3325452900551882;0.7018547057150273;-1.0530872171998624;-0.5649111778587291;-1.2851805786905242;-1.3395190418200873;-0.5703632865411473;-1.2541892327819162;0;1;0;-1.0152694934330606;2024;8;27;-1.536024599205748;-1.536024599205748;0.49953767801701093;0.4995376780170112;0.34778216520420735;0.34778216520420735;1;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;111.9;2024-08-28 12:18:00;-0.026177297592139548;-0.6085648634041096;0.5790874801950269;0.6181356587798026;-0.05219526683807475;0.6727245435098583;1.1483887224144143;-1.6869476667245784;0.7018547057150273;0.1673701928300692;-2.000702023034429;0.6695663390421275;-0.43363827955266737;-0.5014898300840084;0.6043250242452255;0;0;1;-0.9321460978505216;2024;8;28;-0.06399478039050303;-0.06399478039050308;0.6410375334086097;0.64103753340861;0.6290160491981712;0.6290160491981712;2;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;111.9;2024-08-29 10:47:00;-0.6170102856804802;0.5428678330863916;0.5790874801950269;-0.7016693969905285;1.6725410107546226;0.35407717953048173;-0.9691667909614381;0.4985336560699945;0.44307830948872473;0.7634075326121281;-1.6417543117405042;1.0605157225886577;-0.7267173496980086;0.04949782157310307;0.6043250242452255;1;0;0;-0.8284148669154195;2024;8;29;0.39830952423703914;0.3983095242370391;0.6854768453135552;0.6854768453135556;0.717340099102388;0.717340099102388;3;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;111.9;2024-08-29 18:35:00;0.4586087439162426;-0.5688602876630579;-1.2855440340019857;0.16377654121952445;0.09153275629465002;-1.5578070043457781;0.9077574140762493;-0.9190758506075664;0.44307830948872473;0.4511974974881928;-0.47517425003524794;-1.2851805786905242;-0.27377696856429873;-0.22599600425545263;-1.2541892327819162;0;1;0;-0.7924280499564664;2024;8;29;-1.183407157906661;-1.183407157906661;0.5334332664858193;0.5334332664858196;0.41515034709360044;0.41515034709360044;3;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;111.9;2024-08-30 08:40:00;-0.19282249936064563;0.06641292419377044;0.8898593992278623;-1.1776646630060577;1.3132209529228105;0.35407717953048173;-1.1857349684657872;1.3254725349652383;0.1843019132624222;0.11060473189844469;0.42219502819956456;1.0605157225886577;-0.9931528680119558;1.082599668430187;0.6043250242452255;1;0;0;-0.7274518526694678;2024;8;30;0.7271590075425582;0.7271590075425582;0.7170877228505225;0.7170877228505227;0.7801673708446508;0.7801673708446508;4;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;106.31;2024-08-30 18:38:00;0.7464504560618449;-1.601179256930404;-1.2855440340019857;0.40177417422728934;-0.41151532466988666;0.35407717953048173;0.9799468065776982;-0.9190758506075664;0.44307830948872473;-0.08807438136224262;-0.11622653874132292;-1.2851805786905242;-0.16720276123872024;-0.5014898300840084;-1.2541892327819162;0;1;0;-0.6814686976663611;2024;8;30;-1.0697965661986724;-1.0697965661986724;0.4339828010984023;0.4339828010984025;0.32749863998544315;0.32749863998544315;4;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;106.31;2024-09-01 14:45:00;1.5039286459186922;-1.4820655297072485;1.2006313182606978;1.050858627884829;-1.202019451899873;0.6727245435098583;1.6296513390907443;-1.2734782272769567;0.9606311019413297;1.2742966809967509;-0.8341219613291729;1.0605157225886577;1.3781232449821732;-1.3968447640268145;0.9140774004164157;0;0;1;-0.4779278761057866;2024;9;1;0.850386775801294;0.850386775801294;0.6185617150208343;0.6185617150208346;0.6943530422188121;0.6943530422188121;6;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;106.31;2024-09-01 21:12:00;-0.011027733795002386;-0.6085648634041096;-1.2855440340019857;0.1421403927642736;-0.6989713709353362;-1.5578070043457781;0.017421573225038015;-0.6237405367164078;-1.6271328603216955;-0.11645711182805438;-0.11622653874132292;-1.2851805786905242;0.019302101581043517;0.7382323861444924;-1.2541892327819162;0;1;0;-0.4481695466974215;2024;9;1;-1.2394574814082437;-1.2394574814082437;0.41767403162858113;0.41767403162858124;0.2950846239536479;0.2950846239536479;6;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;106.31;2024-09-02 07:50:00;-0.49581377530338455;0.9796181662379612;0.5790874801950269;-2.2161997888581215;1.5288129876218977;0.35407717953048173;-1.474492538471585;1.5617407860781651;-1.6271328603216955;-1.2517663304605486;1.4093012342578584;-0.11233242805093316;-0.24713341673290362;-0.22599600425545263;0.6043250242452255;1;0;0;-0.39911059537303667;2024;9;2;0.18609039810465763;0.1860903981046576;0.5547057793734909;0.5547057793734912;0.567438051751357;0.567438051751357;0;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;106.31;2024-09-02 20:37:00;-0.647309413274754;0.9796181662379612;-1.2855440340019857;-0.0958572402434913;-0.9864274172007857;-1.5578070043457781;-0.3194622584483927;0.3213324677352994;-1.6271328603216955;-0.7124944516101143;0.3324581003760833;-1.2851805786905242;-0.5135689350468507;0.7382323861444924;-1.2541892327819162;0;1;0;-0.3401322009125302;2024;9;2;-1.2915836564968795;-1.2915836564968795;0.4126633680245683;0.4126633680245684;0.28512582659061253;0.28512582659061253;0;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;106.31;2024-09-03 13:44:00;1.322133880353049;-0.9262014693325238;1.2006313182606978;1.202311667071588;-1.561339509731685;0.991371907489235;0.6430629749042674;-0.5646734739381761;0.9606311019413297;1.2742966809967509;-1.1930696726230978;1.0605157225886577;0.0992327570752269;0.118371278030242;0.9140774004164157;0;0;1;-0.26116113036371646;2024;9;3;0.9247891158972087;0.9247891158972086;0.6257136899535447;0.6257136899535448;0.7085677400571038;0.7085677400571038;1;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;106.31;2024-09-04 07:32:00;-0.48066421150624794;1.17814104494322;0.8898593992278623;-2.3892889765001315;1.5288129876218977;0.6727245435098583;-1.2097980992996031;1.9161431627475554;-0.07447448296388032;-0.6557289906784898;0.8708796673169708;0.6695663390421275;-0.7000737978666145;1.082599668430187;0.6043250242452255;1;0;0;-0.1790373685855927;2024;9;4;0.6719021249047737;0.6719021249047736;0.6014047580294303;0.6014047580294303;0.6602532359762081;0.6602532359762081;2;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;106.31;2024-09-04 18:56:00;1.049441732004584;-1.3232472267430415;-1.2855440340019857;0.8344971433323158;-1.3457474750325977;-1.5578070043457781;0.7152523674057163;-0.03306990893409083;0.7018547057150273;0.47958022795400457;0.42219502819956456;-1.2851805786905242;0.019302101581043517;1.151473124887326;-1.2541892327819162;0;1;0;-0.12644125149173815;2024;9;4;-0.8411686752907801;-0.8411686752907801;0.45595981072718184;0.455959810727182;0.37117840035954003;0.37117840035954003;2;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;106.31;2024-09-05 07:09:00;-0.14737380796923522;0.06641292419377044;0.8898593992278623;-1.9782021558503564;1.2413569413564483;0.6727245435098583;-1.0413561834628877;1.6208078488563968;0.1843019132624222;-0.7124944516101143;0.3324581003760833;-0.11233242805093316;-0.7267173496980086;1.909081145915854;0.9140774004164157;1;0;0;-0.07007728390431801;2024;9;5;0.48245912918300593;0.4824591291830059;0.5831944227787788;0.5831944227787792;0.6240598186953238;0.6240598186953238;3;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;106.31;2024-09-05 20:44:00;-0.647309413274754;0.9796181662379612;-1.2855440340019857;0.20704883813002695;-0.41151532466988666;-1.5578070043457781;0.2099266198955702;-0.4465393483817128;-1.6271328603216955;-0.9963217562682379;-1.7314912395639854;-1.2851805786905242;-0.24713341673290362;0.7382323861444924;-1.2541892327819162;0;1;0;-0.007407933858277879;2024;9;5;-1.5387899797109343;-1.5387899797109343;0.38890049410749594;0.38890049410749616;0.2378966240726156;0.2378966240726156;3;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;106.31;2024-09-06 08:33:00;-0.4655146477091108;0.7413907117916505;-0.042456357870644;0.5748633618693001;-0.6989713709353362;0.6727245435098583;-0.5600935667865578;0.3213324677352994;0.44307830948872473;-0.6557289906784898;-0.9238588891526541;0.6695663390421275;-0.16720276123872024;1.151473124887326;0.2945726480740352;1;0;0;0.04711055593637544;2024;9;6;0.23638876363164568;0.23638876363164563;0.5595407435552836;0.5595407435552839;0.577047642885243;0.577047642885243;4;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;106.31;2024-09-08 17:18:00;1.640274720092925;-1.3629518024840932;0.8898593992278623;0.8128609948770642;-1.2738834634662353;0.6727245435098583;1.4371462924202114;-1.2734782272769567;0.9606311019413297;0.7350248021463164;0.42219502819956456;1.0605157225886577;1.058400623005437;-0.43261637362686944;0.6043250242452255;0;0;1;0.3089377177851689;2024;9;8;0.9914210425949931;0.991421042594993;0.6321187286774127;0.6321187286774129;0.7212978867590919;0.7212978867590919;6;0.0;0.0;1.0
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;106.31;2024-09-09 11:34:00;1.7917703580642945;-1.402656378225145;1.2006313182606978;0.8344971433323158;-1.3457474750325977;0.6727245435098583;1.1965149840820464;-0.7418746622728712;0.9606311019413297;0.6782593412146919;0.42219502819956456;1.0605157225886577;1.1383312784996213;-0.43261637362686944;0.9140774004164157;1;0;0;0.39321453698818726;2024;9;9;1.1362815318585822;1.136281531858582;0.646043540539751;0.646043540539751;0.7489737378268739;0.7489737378268739;0;0.0;0.0;1.0
